description,id,location
the parrot next to the canary in the coal mine | putting nature on the agenda | tweets are my precious | https://t.co/FJUtNAaTq1,542,Baduhenna Beach
,543,
News... as it used to be.,544,United States
"antiracist, afrofeminist and a lot of other words that end in —ist you’re not gonna like🙃 wear a damn mask😷 galsen🇸🇳⭐️, nantaise & torontonian. fr. eng. it.",545,"Tkaronto, Ontario"
Estudiante de la vida. Amante de la justicia.. Casado con mis ideales...,546,"San Pedro Sula, Honduras."
"🇨🇦🇺🇦 CYBER RATTLING®️  UKRAINE, COVID, CLIMATE and COUP…All the rest is just noise. Mural Painter 🎨#IStandWithUkraine",547,"Vancouver Island, BC Canada"
"@Owl_B_There (Post)  @NanaB_2010@mstdn.social Psych major, Analyst  #BlackLivesMatter #Autism  #PTSD  #SpecOly #Advocacy #Climate #Equality #Spoonie #Unverified",548,Washington state
Smart-ass • Pop-culture nerd • News/history/science junkie • Sandwich addict • He/Him • Writer: @Pajiba @UPROXX • Don't tell me to smile more. Just don't.,549,"Brooklyn, NY"
National Correspondent for The Canadian Press,550,"Calgary, Canada"
"UI Developer/Design Creative, Amateur (pilot, video/photographer), STS-133/JPL NASATweepUp",551,"47.588,-122.034"
"The #CopernicusClimate Change Service (#C3S) & #CopernicusAtmosphere Monitoring Service (CAMS), implemented by @ecmwf on behalf of the European Commission.",552,"Reading, England"
"Nʉmʉnʉʉ / Itza ;  Anthropocene Veteran;   Potential Covid Czar, pending approval",553,"Juneau, AK"
,554,
"Supporter of quality, independent journalism. Believe there is “no shortage of stupid”, but defend your right to state things with which I disagree",555,"Alberta, Canada"
🇫🇷🇪🇺🇪🇸🇮🇹🏳️‍🌈🇺🇸🇬🇧🇺🇦,556,Grenoble
"Sensibilisation et prévention des incendies de forêt. En cas d'incendie, nous vous tiendrons informés.  👇 nos différents réseaux en lien 👇",557,France
,558,
A Mom and Grandmother living with MEcfs & POTS 💜,559,"Langley, British Columbia"
"Artisanal cheap shots & aphorisms; just trying 2 survive Trump tweets; 5th gen. Jax, FL Unionists; Oberlin; FSU; clerk 2 Fed App Judge Joseph Hatchett; pianist.",560,"Jacksonville, Florida"
"multi national(canadian, British, American) family . Born with a questioning mind. i have No time for bigots, racists, facists,or MeMe's   NO DMs.  MARRIED",561,
"Gay, Opinionated son of immigrants. and no Blue Check Mark! 🌈😱↕️🇲🇽🇺🇸🇺🇦🇬🇷🍷🥃🦮👨🏽‍🎓👨‍👨‍👧‍👦",562,"Northern Bay Area Calif, USA"
"I am a USFS retired, former IMT member. I live in E WA. Proud Mom of 3 Vets Navy & Marine, Seahawker, Kraken, Hawkeye and Cyclone",563,"Washington, USA"
"Molecular Biologist and Biotechnologist.  Nazis, the alt-right, white-supremacists and pro-hate Yellow vesters will be blocked if they are in my feed",564,"The Planet Earth, Milky Way"
We deliver the latest Canada  news everyday.,565,Manchester
,566,
"#Twitch Livestreamer, Ex-YouTuber.  Geek, Gamer, Bi-gender - No pronoun pref. 💉💉 Business: 	blessed.eternal.on.twitch@gmail.com",567,"New Scotland, Canada"
"GEM Consulting exists to assist municipalities, businesses, and organizations increase resilience and decrease vulnerabilities to disasters and emergencies.",568,Canada
,569,"Southern Corsica, Corsica"
Dartmouthian. Mother of Vincent. Multimedia journalist and producer @saltwirenetwork. Personal Tweeter. Goose memorializer. Saver of bees & chairs. Totus Tuus.,570,"Ponamogoatitjg/ Dartmouth, NS"
"PhD, US history, JD. Book: https://t.co/df9dEiRjgu",571,"Oklahoma City, OK"
"Welcome to our support channel. Burning questions? Head to the Neighbourhood - https://t.co/ninRbXylL0  Pour un soutien en français, visitez @telussoutien",572,Canada
Host of Growing Up Fire Podcast - available to stream on all services opinions are my own,573,
